[INFO] [launch]: All log files can be found below /home/booster/.ros/log/2026-04-18-14-06-59-164797-robot-4888
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [game_controller_node-1]: process started with pid [4971]
[game_controller_node-1] [INFO] [1776492515.928600876] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=153
[game_controller_node-1] [INFO] [1776492518.585637536] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=158
[game_controller_node-1] [INFO] [1776492518.993207429] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=159
[game_controller_node-1] [INFO] [1776492519.401028674] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=160
[game_controller_node-1] [INFO] [1776492520.016276478] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=161
[game_controller_node-1] [INFO] [1776492520.435289855] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=162
[game_controller_node-1] [INFO] [1776492521.038744167] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=163
[game_controller_node-1] [INFO] [1776492522.099179450] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=165
[game_controller_node-1] [INFO] [1776492522.889949324] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=167
[game_controller_node-1] [INFO] [1776492523.505930427] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=168
[game_controller_node-1] [INFO] [1776492523.906920381] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=169
[game_controller_node-1] [INFO] [1776492525.957897464] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=173
[game_controller_node-1] [INFO] [1776492526.979789922] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=175
[game_controller_node-1] [INFO] [1776492527.392913319] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=176
[game_controller_node-1] [INFO] [1776492531.075954974] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=183
[game_controller_node-1] [INFO] [1776492531.493790297] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=184
[game_controller_node-1] [INFO] [1776492531.893168904] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=185
[game_controller_node-1] [INFO] [1776492532.512514458] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=186
[game_controller_node-1] [INFO] [1776492534.565470840] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=190
[game_controller_node-1] [INFO] [1776492534.969678675] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=191
[game_controller_node-1] [INFO] [1776492535.376572287] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=192
[game_controller_node-1] [INFO] [1776492535.989857179] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=193
[game_controller_node-1] [INFO] [1776492536.403218299] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=194
[game_controller_node-1] [INFO] [1776492537.014852771] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=195
[game_controller_node-1] [INFO] [1776492537.426470363] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=196
[game_controller_node-1] [INFO] [1776492538.451796101] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=198
[game_controller_node-1] [INFO] [1776492539.071031337] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=199
[game_controller_node-1] [INFO] [1776492540.915129608] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=203
[game_controller_node-1] [INFO] [1776492542.954299004] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=207
[game_controller_node-1] [INFO] [1776492543.982828480] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=209
